Age,Loan_Amount,Income_Level,Income_Source,Default_Status
59.0,11172.0,Medium,Salary,Paid
61.0,37914.0,Low,Daily Wage,Paid
31.0,30901.0,Low,Salary,Paid
31.0,44409.0,High,Daily Wage,Paid
19.0,29324.0,Low,Salary,Paid
54.0,18738.0,Medium,Daily Wage,Default
22.0,47494.0,High,Salary,Paid
55.0,34054.0,Low,Daily Wage,Default
62.0,39709.0,Medium,Daily Wage,Paid
58.0,30107.0,Medium,Salary,Paid
64.0,10363.0,Low,Salary,Paid
31.0,20358.0,Low,Salary,Paid
56.0,46077.0,Medium,Small Business,Paid
42.0,13240.0,Low,Small Business,Paid
37.0,16665.0,Medium,Daily Wage,Default
19.0,11936.0,Low,Small Business,Paid
56.0,35538.0,High,Salary,Paid
23.0,21998.0,Low,Daily Wage,Default
34.0,10882.0,Medium,Commission,Paid
42.0,30224.0,Medium,Small Business,Paid
45.0,49691.0,Low,Commission,Paid
19.0,40825.0,Low,Daily Wage,Paid
52.0,15204.0,Medium,Daily Wage,Paid
54.0,38885.0,High,Salary,Paid
22.0,13203.0,Low,Salary,Paid
18.0,12244.0,Medium,Daily Wage,Default
57.0,42786.0,Low,Small Business,Default
29.0,13083.0,Low,Salary,Paid
53.0,31584.0,Medium,Salary,Default
62.0,18521.0,High,Salary,Paid
40.0,43541.0,Low,Salary,Paid
64.0,39063.0,High,Daily Wage,Paid
48.0,14732.0,Low,Commission,Paid
28.0,37518.0,Medium,Salary,Paid
27.0,49563.0,Medium,Daily Wage,Paid
20.0,49752.0,Medium,Small Business,Paid
31.0,39697.0,Medium,Commission,Paid
33.0,12567.0,Low,Small Business,Paid
27.0,26121.0,Medium,Small Business,Paid
46.0,11674.0,Medium,Salary,Paid
,20875.0,Low,Pension,Paid
29.0,10739.0,High,Daily Wage,Paid
47.0,11545.0,Low,Small Business,Paid
58.0,39140.0,Medium,Salary,Default
18.0,19327.0,Low,Daily Wage,Paid
22.0,15127.0,Low,Salary,Paid
37.0,33331.0,Low,Salary,Paid
25.0,33004.0,Medium,Salary,Default
60.0,20492.0,Medium,Daily Wage,Paid
29.0,23749.0,Low,Small Business,Paid
18.0,33508.0,Low,Daily Wage,Paid
37.0,19045.0,Low,Salary,Paid
45.0,30116.0,Medium,Small Business,Paid
60.0,28667.0,Medium,Salary,Default
54.0,19521.0,Low,Salary,Paid
64.0,18669.0,Low,Daily Wage,Paid
54.0,37302.0,Medium,Salary,Paid
29.0,21283.0,Low,Commission,Paid
54.0,40935.0,Low,Pension,Paid
61.0,16998.0,Low,Salary,Paid
45.0,38806.0,Medium,Daily Wage,Paid
64.0,41624.0,Medium,Daily Wage,Paid
32.0,23440.0,Medium,Daily Wage,Paid
23.0,31797.0,Low,Salary,Paid
61.0,11269.0,Medium,Daily Wage,Paid
37.0,17868.0,Low,Daily Wage,Default
31.0,40251.0,High,Salary,Paid
,22373.0,Medium,Daily Wage,Paid
26.0,28987.0,Medium,Salary,Paid
54.0,48729.0,Low,Pension,Paid
37.0,25734.0,Low,Salary,Paid
43.0,28064.0,Medium,Small Business,Paid
46.0,18433.0,Medium,Small Business,Paid
18.0,19111.0,Low,Daily Wage,Paid
52.0,48450.0,High,Daily Wage,Paid
23.0,25047.0,High,Daily Wage,Paid
54.0,18084.0,Medium,Daily Wage,Paid
22.0,31751.0,High,Salary,Paid
50.0,26453.0,Low,Pension,Paid
31.0,30308.0,Low,Commission,Paid
29.0,48968.0,Low,Daily Wage,Default
59.0,40077.0,Medium,Commission,Default
37.0,44775.0,Low,Daily Wage,Paid
41.0,34503.0,High,Small Business,Paid
60.0,12779.0,Low,Daily Wage,Default
51.0,31304.0,Low,Daily Wage,Paid
42.0,10755.0,High,Salary,Paid
46.0,49263.0,Low,Small Business,Paid
56.0,27400.0,Low,Daily Wage,Paid
48.0,24249.0,Medium,Daily Wage,Paid
64.0,34600.0,Low,Pension,Paid
60.0,47706.0,Low,Pension,Paid
40.0,29222.0,Low,Daily Wage,Default
61.0,43505.0,Medium,Salary,Paid
55.0,48968.0,High,Daily Wage,Paid
37.0,39148.0,High,Salary,Paid
40.0,32302.0,Low,Salary,Paid
62.0,12623.0,Low,Salary,Default
33.0,18646.0,Medium,Salary,Paid
59.0,23543.0,High,Salary,Paid
25.0,38960.0,Low,Salary,Default
38.0,32785.0,Low,Salary,Paid
18.0,22817.0,Medium,Salary,Default
25.0,41406.0,High,Salary,Paid
46.0,33456.0,Low,Daily Wage,Paid
49.0,33777.0,Low,Salary,Paid
55.0,30914.0,Low,Small Business,Paid
22.0,39553.0,Low,Salary,Default
64.0,33548.0,Medium,Salary,Paid
39.0,47265.0,Medium,Daily Wage,Paid
64.0,16727.0,Medium,Salary,Paid
51.0,42427.0,Low,Daily Wage,Paid
18.0,26692.0,Low,Pension,Paid
43.0,41625.0,Low,Salary,Paid
60.0,34918.0,Low,Daily Wage,Default
27.0,25577.0,Medium,Salary,Paid
47.0,29619.0,Low,Small Business,Default
35.0,43710.0,Low,Daily Wage,Paid
34.0,47388.0,Low,Salary,Paid
43.0,26195.0,Medium,Salary,Paid
25.0,37689.0,Medium,Small Business,Paid
64.0,21154.0,High,Daily Wage,Paid
57.0,49121.0,Low,Salary,Paid
29.0,39412.0,Medium,Pension,Paid
44.0,31341.0,Low,Commission,Paid
25.0,42018.0,Low,Salary,Paid
42.0,19145.0,High,Commission,Paid
63.0,32223.0,Low,Salary,Paid
21.0,12880.0,Medium,Salary,Paid
50.0,31271.0,Low,Salary,Paid
18.0,43313.0,Medium,Daily Wage,Paid
36.0,23304.0,Medium,Salary,Paid
48.0,44695.0,High,Salary,Paid
33.0,40225.0,High,Small Business,Paid
31.0,30536.0,Medium,Small Business,Paid
22.0,40831.0,Low,Salary,Paid
58.0,21673.0,Medium,Daily Wage,Paid
43.0,31917.0,Medium,Daily Wage,Paid
45.0,37829.0,Low,Daily Wage,Paid
19.0,25372.0,Medium,Salary,Paid
23.0,35938.0,High,Daily Wage,Paid
26.0,12663.0,Medium,Salary,Paid
50.0,19465.0,Low,Salary,Default
58.0,13326.0,High,Small Business,Paid
42.0,13659.0,Low,Small Business,Paid
30.0,37594.0,Low,Salary,Default
26.0,14763.0,Medium,Daily Wage,Paid
30.0,33121.0,Low,Salary,Paid
48.0,20828.0,Medium,Daily Wage,Paid
58.0,21221.0,Low,Daily Wage,Paid
28.0,21211.0,Low,Daily Wage,Paid
21.0,23569.0,Low,Daily Wage,Default
51.0,41358.0,High,Daily Wage,Paid
55.0,47860.0,Medium,Daily Wage,Paid
63.0,16022.0,Low,Daily Wage,Paid
21.0,23515.0,Low,Salary,Paid
55.0,16159.0,Low,Commission,Default
36.0,31691.0,Medium,Small Business,Paid
23.0,34904.0,Low,Daily Wage,Paid
51.0,13044.0,Medium,Salary,Paid
35.0,19612.0,Medium,Small Business,Paid
30.0,15636.0,Medium,Daily Wage,Paid
58.0,21593.0,Medium,Small Business,Paid
40.0,12892.0,Medium,Salary,Default
36.0,31672.0,Low,Pension,Paid
62.0,15812.0,Medium,Small Business,Default
28.0,41085.0,Medium,Salary,Paid
18.0,10654.0,Low,Salary,Default
41.0,27143.0,High,Daily Wage,Paid
24.0,11798.0,Low,Daily Wage,Default
42.0,47927.0,Low,Salary,Paid
,39087.0,Low,Daily Wage,Default
32.0,21618.0,High,Daily Wage,Paid
18.0,18446.0,Medium,Daily Wage,Paid
29.0,31646.0,Medium,Small Business,Paid
24.0,46591.0,Low,Daily Wage,Default
32.0,37200.0,Medium,Daily Wage,Paid
38.0,39571.0,Low,Salary,Default
36.0,32538.0,High,Salary,Paid
46.0,30900.0,Low,Daily Wage,Paid
42.0,32356.0,Low,Commission,Default
50.0,33023.0,Low,Salary,Paid
49.0,49148.0,High,Salary,Default
52.0,27392.0,Medium,Daily Wage,Paid
61.0,30698.0,Medium,Salary,Paid
55.0,36535.0,Medium,Small Business,Paid
43.0,45450.0,High,Daily Wage,Paid
28.0,43757.0,High,Salary,Paid
52.0,22476.0,Medium,Daily Wage,Paid
25.0,14711.0,Low,Commission,Paid
63.0,16479.0,Low,Daily Wage,Default
31.0,41390.0,High,Small Business,Paid
27.0,23161.0,Medium,Daily Wage,Paid
19.0,42152.0,Low,Salary,Default
63.0,24635.0,Medium,Salary,Paid
26.0,40297.0,High,Daily Wage,Paid
20.0,30836.0,Low,Salary,Paid
38.0,34831.0,Medium,Daily Wage,Paid
43.0,11007.0,High,Daily Wage,Paid
25.0,36331.0,Medium,Small Business,Paid
19.0,20763.0,Low,Daily Wage,Default
23.0,13908.0,High,Salary,Paid
,37573.0,High,Daily Wage,Paid
46.0,29187.0,High,Daily Wage,Paid
43.0,21957.0,Medium,Salary,Default
42.0,14379.0,Low,Salary,Default
29.0,37959.0,High,Daily Wage,Paid
22.0,26482.0,Low,Salary,Paid
51.0,37105.0,High,Daily Wage,Paid
54.0,10877.0,High,Small Business,Default
32.0,28252.0,Medium,Daily Wage,Paid
61.0,41334.0,High,Daily Wage,Paid
53.0,29049.0,Medium,Small Business,Paid
32.0,27772.0,Low,Daily Wage,Paid
60.0,12637.0,Medium,Daily Wage,Paid
40.0,17242.0,Low,Salary,Paid
23.0,45651.0,Medium,Small Business,Paid
63.0,43972.0,Low,Commission,Paid
61.0,26928.0,Medium,Salary,Paid
60.0,38742.0,High,Salary,Paid
62.0,21831.0,High,Salary,Paid
38.0,29556.0,Low,Salary,Default
40.0,35343.0,Medium,Daily Wage,Default
60.0,32834.0,Medium,Commission,Paid
33.0,49288.0,High,Daily Wage,Paid
64.0,43422.0,Medium,Daily Wage,Paid
32.0,33205.0,Medium,Small Business,Paid
42.0,28830.0,High,Salary,Paid
53.0,18412.0,Low,Daily Wage,Default
28.0,13666.0,High,Daily Wage,Paid
32.0,47045.0,High,Salary,Paid
21.0,30786.0,High,Salary,Paid
38.0,15515.0,Low,Salary,Paid
30.0,36627.0,Medium,Daily Wage,Paid
39.0,25198.0,High,Commission,Paid
36.0,13985.0,Low,Daily Wage,Default
51.0,39475.0,Medium,Salary,Paid
31.0,29403.0,Low,Salary,Paid
21.0,13681.0,Low,Daily Wage,Default
63.0,36019.0,Medium,Daily Wage,Paid
44.0,37586.0,Medium,Pension,Paid
46.0,47521.0,Low,Small Business,Default
64.0,49850.0,Medium,Daily Wage,Paid
45.0,46770.0,Medium,Small Business,Paid
52.0,15629.0,Medium,Daily Wage,Paid
25.0,37710.0,Medium,Salary,Paid
33.0,40328.0,Medium,Daily Wage,Paid
59.0,22278.0,Medium,Small Business,Paid
53.0,18417.0,Low,Daily Wage,Paid
47.0,44765.0,Medium,Salary,Paid
35.0,18963.0,Medium,Small Business,Paid
19.0,47292.0,Medium,Daily Wage,Paid
30.0,35009.0,Low,Salary,Paid
,37675.0,Medium,Daily Wage,Paid
43.0,46175.0,Low,Salary,Default
42.0,16731.0,High,Daily Wage,Paid
47.0,21332.0,Low,Salary,Paid
28.0,29177.0,High,Pension,Paid
24.0,33718.0,Medium,Daily Wage,Paid
48.0,12911.0,Medium,Daily Wage,Paid
61.0,28799.0,Low,Salary,Paid
,25194.0,Low,Small Business,Paid
56.0,14951.0,Low,Commission,Paid
30.0,38333.0,Low,Daily Wage,Paid
48.0,31673.0,Medium,Salary,Default
24.0,15565.0,Low,Small Business,Paid
59.0,32821.0,Medium,Small Business,Paid
59.0,35494.0,Low,Salary,Paid
53.0,43941.0,High,Daily Wage,Paid
37.0,18624.0,Medium,Daily Wage,Paid
21.0,10835.0,Low,Daily Wage,Default
24.0,28646.0,Medium,Pension,Paid
18.0,21824.0,Low,Daily Wage,Paid
61.0,47335.0,Low,Salary,Default
62.0,13815.0,Medium,Salary,Paid
59.0,12429.0,Medium,Salary,Paid
64.0,12607.0,High,Salary,Paid
30.0,35650.0,Medium,Salary,Paid
39.0,48698.0,High,Salary,Paid
38.0,42353.0,High,Daily Wage,Paid
39.0,46790.0,High,Salary,Paid
45.0,21991.0,Medium,Small Business,Paid
26.0,31168.0,Low,Commission,Paid
43.0,41099.0,Low,Salary,Default
,49385.0,Medium,Small Business,Default
32.0,45919.0,Medium,Salary,Paid
27.0,41416.0,Low,Salary,Default
41.0,15580.0,Medium,Commission,Default
59.0,17054.0,Low,Salary,Default
25.0,34090.0,Medium,Daily Wage,Paid
41.0,25823.0,Low,Commission,Paid
33.0,47341.0,Medium,Small Business,Default
43.0,25339.0,Medium,Salary,Default
44.0,13491.0,Low,Commission,Default
54.0,10706.0,Medium,Daily Wage,Default
21.0,41957.0,Medium,Salary,Paid
41.0,25728.0,Low,Salary,Paid
36.0,16997.0,Low,Daily Wage,Default
53.0,48001.0,Low,Salary,Paid
56.0,48523.0,Medium,Daily Wage,Paid
27.0,35163.0,Medium,Daily Wage,Paid
42.0,27718.0,Low,Salary,Paid
35.0,31972.0,Medium,Salary,Paid
36.0,28231.0,Low,Daily Wage,Default
53.0,49619.0,High,Commission,Paid
27.0,22126.0,Low,Salary,Paid
50.0,33595.0,High,Daily Wage,Paid
22.0,22118.0,Medium,Daily Wage,Paid
64.0,13317.0,Medium,Small Business,Paid
52.0,49828.0,Medium,Salary,Paid
61.0,25504.0,Medium,Daily Wage,Paid
51.0,13057.0,Low,Daily Wage,Paid
50.0,36660.0,Medium,Salary,Paid
38.0,47196.0,Medium,Daily Wage,Paid
34.0,10402.0,Medium,Salary,Paid
39.0,18605.0,Medium,Pension,Paid
54.0,25761.0,High,Daily Wage,Paid
32.0,37043.0,Medium,Small Business,Paid
52.0,43635.0,Low,Pension,Paid
45.0,23779.0,Medium,Pension,Paid
24.0,25155.0,Medium,Commission,Default
49.0,43132.0,High,Small Business,Paid
28.0,33851.0,High,Salary,Paid
27.0,25366.0,Medium,Salary,Default
26.0,38408.0,Low,Salary,Default
31.0,16571.0,Medium,Small Business,Paid
30.0,24017.0,Medium,Daily Wage,Paid
42.0,49236.0,High,Daily Wage,Paid
19.0,14150.0,Low,Daily Wage,Default
52.0,29423.0,Low,Small Business,Paid
24.0,14137.0,Low,Small Business,Default
38.0,39992.0,Medium,Salary,Paid
35.0,38902.0,High,Daily Wage,Paid
20.0,23833.0,Low,Salary,Default
59.0,11381.0,Medium,Daily Wage,Paid
56.0,18154.0,Medium,Salary,Paid
58.0,44235.0,Medium,Salary,Default
28.0,23439.0,Low,Commission,Paid
56.0,29122.0,High,Salary,Paid
41.0,33956.0,Low,Salary,Default
63.0,27264.0,Medium,Salary,Paid
36.0,13149.0,Low,Salary,Default
21.0,34660.0,Medium,Daily Wage,Paid
43.0,30528.0,High,Salary,Paid
55.0,11168.0,Low,Pension,Paid
59.0,45897.0,Low,Salary,Paid
49.0,25032.0,Medium,Salary,Paid
56.0,45294.0,Medium,Commission,Paid
62.0,13516.0,Medium,Small Business,Paid
63.0,29751.0,Low,Salary,Paid
53.0,40373.0,Low,Salary,Paid
57.0,40270.0,Medium,Pension,Paid
54.0,20386.0,Low,Commission,Default
50.0,46323.0,High,Commission,Paid
53.0,24157.0,Low,Salary,Paid
20.0,47879.0,Medium,Salary,Paid
26.0,49520.0,Low,Daily Wage,Paid
25.0,49132.0,Low,Salary,Paid
50.0,13626.0,Medium,Pension,Paid
23.0,30400.0,Medium,Small Business,Paid
58.0,46643.0,Low,Salary,Paid
56.0,48265.0,Low,Salary,Default
21.0,25979.0,Low,Daily Wage,Paid
30.0,21529.0,Medium,Salary,Default
19.0,26645.0,Medium,Salary,Paid
22.0,36424.0,Low,Salary,Paid
61.0,23382.0,Medium,Daily Wage,Paid
44.0,14025.0,Medium,Salary,Paid
49.0,23844.0,High,Daily Wage,Paid
38.0,14175.0,High,Commission,Paid
25.0,40519.0,Low,Salary,Paid
55.0,19174.0,Low,Pension,Paid
25.0,13443.0,Low,Daily Wage,Paid
20.0,31395.0,Medium,Daily Wage,Paid
61.0,20725.0,High,Salary,Paid
20.0,43461.0,Medium,Small Business,Paid
39.0,41351.0,Low,Salary,Paid
23.0,28196.0,Medium,Daily Wage,Paid
,24254.0,Low,Daily Wage,Default
40.0,24021.0,Low,Salary,Default
61.0,15724.0,Medium,Daily Wage,Paid
19.0,38690.0,Low,Daily Wage,Paid
55.0,11407.0,Low,Salary,Paid
34.0,18032.0,Medium,Daily Wage,Paid
52.0,27794.0,Low,Daily Wage,Paid
51.0,29881.0,Low,Daily Wage,Paid
40.0,30756.0,Low,Commission,Paid
,39416.0,High,Salary,Paid
25.0,35752.0,Medium,Pension,Paid
39.0,22926.0,Low,Daily Wage,Paid
61.0,,Medium,Small Business,Paid
53.0,24390.0,Low,Daily Wage,Default
22.0,48867.0,Medium,Salary,Default
30.0,31939.0,Medium,Small Business,Paid
46.0,37307.0,High,Small Business,Paid
48.0,40828.0,Medium,Small Business,Default
64.0,38513.0,High,Small Business,Paid
33.0,34502.0,High,Daily Wage,Paid
59.0,,High,Salary,Paid
47.0,32486.0,Medium,Salary,Paid
33.0,48258.0,Low,Small Business,Paid
29.0,41692.0,Low,Daily Wage,Paid
34.0,48384.0,Low,Pension,Paid
,25958.0,Low,Salary,Paid
29.0,45016.0,Medium,Salary,Paid
25.0,27232.0,Medium,Daily Wage,Default
37.0,20748.0,High,Salary,Paid
20.0,20514.0,Low,Salary,Paid
33.0,32738.0,Low,Salary,Paid
47.0,18695.0,Medium,Pension,Paid
62.0,18070.0,Low,Salary,Paid
40.0,37765.0,Low,Salary,Default
45.0,40761.0,High,Small Business,Paid
57.0,26698.0,Medium,Salary,Paid
22.0,25123.0,Medium,Salary,Paid
37.0,45144.0,High,Daily Wage,Paid
57.0,35616.0,Medium,Salary,Default
61.0,47146.0,Medium,Salary,Default
18.0,21182.0,High,Small Business,Default
47.0,34833.0,Low,Daily Wage,Default
38.0,43342.0,Medium,Daily Wage,Paid
37.0,41331.0,Low,Salary,Default
23.0,36128.0,Low,Daily Wage,Paid
39.0,41556.0,High,Salary,Paid
35.0,31969.0,Medium,Salary,Paid
25.0,31876.0,Medium,Salary,Paid
56.0,18949.0,High,Small Business,Paid
49.0,34518.0,High,Salary,Paid
50.0,15670.0,High,Salary,Paid
33.0,34099.0,Medium,Daily Wage,Paid
29.0,49335.0,Low,Salary,Paid
55.0,22716.0,Low,Small Business,Paid
51.0,48885.0,Medium,Daily Wage,Paid
31.0,17837.0,Low,Salary,Paid
53.0,29159.0,Medium,Daily Wage,Paid
50.0,46877.0,Medium,Daily Wage,Paid
40.0,31560.0,High,Daily Wage,Paid
62.0,27106.0,Medium,Daily Wage,Default
19.0,18720.0,Medium,Pension,Paid
58.0,47661.0,Low,Salary,Paid
38.0,38362.0,Low,Daily Wage,Paid
19.0,38258.0,Low,Small Business,Paid
44.0,31782.0,Medium,Daily Wage,Paid
26.0,31120.0,Low,Salary,Paid
18.0,29790.0,Medium,Daily Wage,Paid
28.0,37912.0,Medium,Daily Wage,Paid
20.0,44812.0,Low,Small Business,Paid
40.0,46160.0,Low,Daily Wage,Default
43.0,29156.0,Medium,Small Business,Paid
21.0,20672.0,Medium,Salary,Paid
35.0,24444.0,Medium,Daily Wage,Paid
23.0,16784.0,Medium,Salary,Paid
52.0,27929.0,Medium,Salary,Paid
39.0,11070.0,High,Daily Wage,Paid
60.0,32906.0,Medium,Daily Wage,Paid
32.0,44618.0,High,Daily Wage,Paid
39.0,12939.0,Low,Pension,Paid
54.0,39841.0,Medium,Salary,Paid
59.0,26301.0,Low,Daily Wage,Default
29.0,17194.0,Low,Small Business,Default
64.0,15851.0,Low,Daily Wage,Paid
59.0,26378.0,Medium,Daily Wage,Paid
55.0,10678.0,Low,Daily Wage,Paid
35.0,40640.0,Low,Salary,Paid
62.0,43756.0,High,Daily Wage,Paid
52.0,39777.0,High,Salary,Paid
47.0,36183.0,Medium,Small Business,Default
41.0,37445.0,Medium,Daily Wage,Paid
59.0,11502.0,High,Daily Wage,Paid
47.0,31665.0,Medium,Salary,Paid
31.0,26198.0,Low,Salary,Paid
23.0,31411.0,High,Pension,Paid
20.0,25867.0,Medium,Salary,Default
33.0,24266.0,Medium,Daily Wage,Paid
24.0,49422.0,Medium,Daily Wage,Paid
31.0,45208.0,Medium,Daily Wage,Default
26.0,41213.0,High,Salary,Paid
32.0,17367.0,Low,Daily Wage,Paid
38.0,23490.0,High,Daily Wage,Paid
52.0,45362.0,High,Salary,Paid
19.0,48285.0,Medium,Daily Wage,Paid
44.0,19219.0,Medium,Salary,Paid
19.0,16310.0,Low,Daily Wage,Paid
52.0,46307.0,Low,Pension,Paid
35.0,39631.0,Low,Daily Wage,Default
31.0,24744.0,Medium,Pension,Paid
37.0,29867.0,Medium,Daily Wage,Paid
35.0,28625.0,Low,Small Business,Default
27.0,16378.0,Low,Daily Wage,Paid
42.0,29149.0,High,Salary,Paid
19.0,21422.0,Low,Daily Wage,Default
42.0,37926.0,High,Salary,Default
50.0,47679.0,Low,Salary,Default
53.0,43171.0,Medium,Salary,Paid
48.0,23180.0,Low,Salary,Paid
31.0,37301.0,Medium,Daily Wage,Paid
18.0,46931.0,Medium,Daily Wage,Paid
63.0,34014.0,Low,Salary,Paid
33.0,40936.0,Medium,Daily Wage,Paid
63.0,24336.0,Medium,Daily Wage,Paid
20.0,32200.0,Medium,Daily Wage,Paid
52.0,15470.0,Medium,Daily Wage,Paid
58.0,40859.0,Low,Salary,Paid
23.0,24953.0,Medium,Salary,Paid
42.0,49044.0,High,Pension,Paid
30.0,48507.0,High,Salary,Paid
51.0,37433.0,High,Pension,Paid
25.0,35957.0,Low,Salary,Paid
38.0,16523.0,Medium,Pension,Paid
51.0,31387.0,Medium,Small Business,Paid
21.0,41169.0,Low,Salary,Paid
42.0,32990.0,High,Salary,Paid
32.0,39661.0,Medium,Daily Wage,Paid
21.0,23419.0,Low,Daily Wage,Paid
62.0,24457.0,Low,Commission,Paid
29.0,12064.0,High,Commission,Paid
49.0,48083.0,Low,Salary,Paid
49.0,20566.0,Low,Small Business,Paid
45.0,43085.0,Medium,Pension,Paid
30.0,41528.0,Low,Salary,Paid
48.0,16130.0,High,Salary,Paid
31.0,12042.0,Medium,Salary,Default
37.0,14598.0,Medium,Salary,Paid
35.0,42886.0,High,Daily Wage,Paid
46.0,43477.0,Medium,Salary,Default
23.0,38716.0,Low,Salary,Paid
49.0,22601.0,Medium,Salary,Paid
46.0,46018.0,Medium,Small Business,Paid
60.0,18061.0,Low,Daily Wage,Default
19.0,18609.0,Medium,Daily Wage,Default
40.0,45371.0,High,Small Business,Paid
36.0,27485.0,Medium,Salary,Paid
48.0,30805.0,High,Daily Wage,Paid
22.0,17857.0,Medium,Salary,Paid
36.0,21620.0,Medium,Salary,Paid
51.0,18177.0,High,Pension,Default
27.0,40111.0,Low,Salary,Paid
42.0,33042.0,Low,Daily Wage,Paid
19.0,28645.0,Medium,Salary,Paid
28.0,34405.0,Medium,Small Business,Paid
48.0,21826.0,Low,Salary,Paid
32.0,23890.0,Low,Small Business,Paid
26.0,26892.0,Low,Daily Wage,Paid
40.0,19484.0,Medium,Small Business,Paid
36.0,15495.0,High,Small Business,Default
26.0,38481.0,High,Salary,Paid
52.0,21267.0,Medium,Daily Wage,Default
38.0,16743.0,High,Small Business,Paid
26.0,47939.0,Medium,Salary,Paid
45.0,36569.0,Low,Small Business,Paid
63.0,38552.0,Low,Salary,Paid
24.0,38948.0,Medium,Daily Wage,Paid
33.0,20775.0,Low,Daily Wage,Paid
33.0,13557.0,Medium,Salary,Paid
50.0,13587.0,Medium,Salary,Paid
21.0,26535.0,Medium,Salary,Paid
21.0,10954.0,High,Salary,Paid
56.0,33544.0,Medium,Small Business,Paid
57.0,43455.0,Low,Daily Wage,Paid
34.0,25138.0,Medium,Daily Wage,Paid
54.0,13127.0,Medium,Small Business,Paid
56.0,33147.0,Low,Salary,Paid
46.0,21559.0,Low,Salary,Paid
53.0,13395.0,Medium,Salary,Paid
55.0,35389.0,High,Salary,Paid
56.0,10845.0,Medium,Daily Wage,Paid
54.0,43932.0,High,Salary,Paid
52.0,48672.0,High,Commission,Paid
24.0,23731.0,Low,Salary,Paid
44.0,43122.0,Medium,Daily Wage,Paid
45.0,45585.0,Medium,Small Business,Paid
39.0,13832.0,Low,Salary,Default
31.0,42332.0,Medium,Daily Wage,Default
24.0,22467.0,Medium,Small Business,Paid
54.0,23107.0,Low,Daily Wage,Default
39.0,22458.0,High,Pension,Paid
22.0,38666.0,Medium,Salary,Default
19.0,12581.0,High,Salary,Paid
44.0,19582.0,Low,Salary,Paid
38.0,18418.0,High,Daily Wage,Paid
55.0,38091.0,Low,Salary,Default
32.0,39113.0,Low,Commission,Paid
38.0,28827.0,Medium,Small Business,Paid
27.0,24419.0,Medium,Salary,Paid
40.0,21814.0,Medium,Commission,Paid
56.0,43804.0,Medium,Daily Wage,Paid
22.0,20024.0,Low,Daily Wage,Paid
18.0,17435.0,Medium,Daily Wage,Paid
30.0,11548.0,Medium,Salary,Default
38.0,15065.0,Medium,Small Business,Paid
43.0,32880.0,Medium,Salary,Paid
62.0,13407.0,High,Pension,Paid
38.0,43407.0,Medium,Salary,Paid
35.0,42940.0,Medium,Salary,Paid
54.0,15666.0,High,Daily Wage,Paid
62.0,47122.0,Medium,Pension,Default
49.0,35092.0,Low,Daily Wage,Paid
53.0,20109.0,Low,Salary,Paid
34.0,45654.0,Medium,Daily Wage,Paid
52.0,44932.0,Low,Daily Wage,Paid
28.0,36505.0,Medium,Salary,Paid
38.0,46713.0,Low,Daily Wage,Paid
43.0,17746.0,Low,Pension,Default
21.0,21975.0,Medium,Salary,Paid
51.0,25596.0,High,Salary,Paid
35.0,47953.0,Medium,Salary,Paid
57.0,43861.0,High,Salary,Paid
52.0,13880.0,High,Pension,Paid
58.0,12785.0,Low,Daily Wage,Paid
46.0,32449.0,Low,Daily Wage,Paid
46.0,24799.0,Medium,Daily Wage,Paid
55.0,49307.0,High,Small Business,Paid
59.0,13990.0,Medium,Commission,Paid
38.0,29073.0,High,Daily Wage,Paid
59.0,46863.0,Low,Salary,Default
30.0,24549.0,Low,Daily Wage,Default
58.0,28259.0,Medium,Daily Wage,Paid
34.0,29790.0,Medium,Salary,Paid
26.0,19979.0,Low,Daily Wage,Paid
58.0,30316.0,Low,Salary,Paid
18.0,36183.0,Low,Salary,Default
19.0,38324.0,Medium,Small Business,Default
46.0,34624.0,High,Salary,Paid
50.0,48176.0,High,Salary,Paid
27.0,30245.0,Medium,Salary,Paid
57.0,33790.0,Medium,Daily Wage,Paid
38.0,36756.0,Medium,Salary,Paid
45.0,12833.0,Low,Daily Wage,Default
28.0,15285.0,Low,Daily Wage,Paid
51.0,19589.0,Low,Salary,Paid
25.0,24116.0,High,Small Business,Paid
39.0,17645.0,High,Daily Wage,Paid
25.0,39150.0,Medium,Daily Wage,Paid
32.0,20889.0,Medium,Daily Wage,Paid
34.0,40286.0,Low,Salary,Paid
40.0,47545.0,Medium,Salary,Paid
41.0,25994.0,Medium,Daily Wage,Paid
62.0,45503.0,Medium,Small Business,Default
36.0,34662.0,Low,Small Business,Paid
22.0,49136.0,High,Salary,Paid
49.0,36639.0,Medium,Salary,Paid
61.0,27205.0,High,Salary,Paid
18.0,42930.0,High,Salary,Paid
40.0,17777.0,High,Salary,Paid
54.0,38315.0,Low,Daily Wage,Paid
25.0,36973.0,Low,Salary,Paid
30.0,28316.0,Low,Salary,Paid
25.0,37304.0,Low,Daily Wage,Default
,46303.0,Medium,Daily Wage,Paid
60.0,40522.0,Medium,Daily Wage,Paid
18.0,32340.0,Medium,Pension,Paid
62.0,29830.0,Low,Daily Wage,Paid
41.0,23403.0,High,Small Business,Paid
52.0,24516.0,Low,Salary,Paid
41.0,29091.0,Low,Small Business,Default
34.0,17959.0,Medium,Salary,Paid
22.0,41932.0,Medium,Pension,Paid
37.0,40554.0,Medium,Daily Wage,Paid
38.0,46701.0,Low,Salary,Paid
57.0,13385.0,Medium,Daily Wage,Paid
